Point,Corner,mul_cap,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,nf_Mn_drive_values,nf_Mn_tail1_values,nf_Mn_tail2_values,nf_Mp_stg2_values,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
6.951e3,nom,8,37,14,100,100,37,14,100,100,pass,5.31e-9,7.517e-9,37.71e-6,84.73,444.2e6,7.143e6,449.9e6,1.663e-3,47.87,2,2,2,2,2,2,2,1,2,2,2,2,298e6
6.952e3,nom,8,37,14,100,200,37,14,100,200,pass,5.448e-9,7.316e-9,32.03e-6,75.68,341.5e6,5.908e6,345.7e6,1.663e-3,49.05,2,2,2,2,2,2,2,1,2,2,2,2,281.3e6
6.953e3,nom,8,37,14,100,300,37,14,100,300,pass,5.549e-9,7.24e-9,28.87e-6,71.79,300.6e6,5.199e6,303.1e6,1.664e-3,49.44,2,2,2,2,2,2,2,1,2,2,2,2,256.8e6
6.954e3,nom,8,37,14,100,400,37,14,100,400,pass,5.627e-9,7.205e-9,26.75e-6,69.65,271.3e6,4.705e6,274.6e6,1.664e-3,49.62,2,2,2,2,2,2,2,1,2,2,2,2,236.7e6
6.955e3,nom,8,37,14,100,500,37,14,100,500,pass,5.694e-9,7.189e-9,25.2e-6,68.3,248.1e6,4.311e6,248.6e6,1.664e-3,49.72,2,2,2,2,2,2,2,1,2,2,2,2,218e6
6.956e3,nom,8,37,14,100,600,37,14,100,600,pass,5.749e-9,7.182e-9,23.99e-6,67.4,229e6,3.968e6,231.7e6,1.664e-3,49.77,2,2,2,2,2,2,2,1,2,2,2,2,201.9e6
6.957e3,nom,8,37,14,100,700,37,14,100,700,pass,5.798e-9,7.179e-9,23e-6,66.76,212.9e6,3.715e6,215.2e6,1.664e-3,49.8,2,2,2,2,2,2,2,1,2,2,2,2,190.9e6
6.958e3,nom,8,37,14,100,800,37,14,100,800,pass,5.841e-9,7.18e-9,22.18e-6,66.3,199e6,3.484e6,199.1e6,1.664e-3,49.81,2,2,2,2,2,2,2,1,2,2,2,2,177.8e6
6.959e3,nom,8,37,14,100,900,37,14,100,900,pass,5.88e-9,7.182e-9,21.47e-6,65.96,187e6,3.271e6,188.9e6,1.664e-3,49.81,2,2,2,2,2,2,2,1,2,2,2,2,169.3e6
6.96e3,nom,8,37,14,100,1e3,37,14,100,1e3,pass,5.915e-9,7.185e-9,20.86e-6,65.71,176.5e6,3.091e6,178.8e6,1.664e-3,49.81,2,2,2,2,2,2,2,1,2,2,2,2,152.4e6
6.961e3,nom,8,37,14,140,100,37,14,140,100,near,5.268e-9,7.642e-9,40.46e-6,84.92,373.4e6,7.474e6,377.3e6,2.251e-3,46.93,2,2,2,2,2,2,2,1,1,2,2,2,288.8e6
6.962e3,nom,8,37,14,140,200,37,14,140,200,pass,5.378e-9,7.404e-9,34.77e-6,78.38,329.6e6,6.003e6,332.4e6,2.252e-3,48.57,2,2,2,2,2,2,2,1,2,2,2,2,270.2e6
6.963e3,nom,8,37,14,140,300,37,14,140,300,pass,5.47e-9,7.301e-9,31.48e-6,75.79,297.3e6,5.226e6,300.2e6,2.253e-3,49.13,2,2,2,2,2,2,2,1,2,2,2,2,248.9e6
6.964e3,nom,8,37,14,140,400,37,14,140,400,pass,5.544e-9,7.248e-9,29.24e-6,73.09,267.5e6,4.708e6,270.4e6,2.253e-3,49.4,2,2,2,2,2,2,2,1,2,2,2,2,226.4e6
6.965e3,nom,8,37,14,140,500,37,14,140,500,pass,5.607e-9,7.218e-9,27.57e-6,72.38,246.6e6,4.29e6,247.4e6,2.253e-3,49.56,2,2,2,2,2,2,2,1,2,2,2,2,206.6e6
6.966e3,nom,8,37,14,140,600,37,14,140,600,pass,5.661e-9,7.2e-9,26.27e-6,71.85,228.7e6,3.936e6,231.5e6,2.253e-3,49.65,2,2,2,2,2,2,2,1,2,2,2,2,195.8e6
6.967e3,nom,8,37,14,140,700,37,14,140,700,pass,5.709e-9,7.19e-9,25.2e-6,71.45,213.2e6,3.672e6,215.6e6,2.253e-3,49.71,2,2,2,2,2,2,2,1,2,2,2,2,185.8e6
6.968e3,nom,8,37,14,140,800,37,14,140,800,pass,5.751e-9,7.184e-9,24.31e-6,70.8,199.3e6,3.441e6,199.4e6,2.253e-3,49.75,2,2,2,2,2,2,2,1,2,2,2,2,174.3e6
6.969e3,nom,8,37,14,140,900,37,14,140,900,pass,5.79e-9,7.181e-9,23.54e-6,70.63,187.7e6,3.221e6,189.5e6,2.253e-3,49.78,2,2,2,2,2,2,2,1,2,2,2,2,163.5e6
6.97e3,nom,8,37,14,140,1e3,37,14,140,1e3,pass,5.825e-9,7.18e-9,22.88e-6,70.51,177.3e6,3.045e6,179.6e6,2.253e-3,49.8,2,2,2,2,2,2,2,1,2,2,2,2,155.6e6
6.971e3,nom,8,37,14,180,100,37,14,180,100,near,5.285e-9,7.925e-9,44.51e-6,89.53,359.1e6,7.631e6,364e6,2.841e-3,45.76,2,2,2,2,2,2,2,1,1,2,2,2,271.5e6
6.972e3,nom,8,37,14,180,200,37,14,180,200,pass,5.317e-9,7.515e-9,37.64e-6,82.32,329.1e6,6.054e6,331.9e6,2.842e-3,48.11,2,2,2,2,2,2,2,1,2,2,2,2,262.9e6
6.973e3,nom,8,37,14,180,300,37,14,180,300,pass,5.405e-9,7.376e-9,33.96e-6,77.39,289.9e6,5.257e6,293.4e6,2.842e-3,48.82,2,2,2,2,2,2,2,1,2,2,2,2,241.8e6
6.974e3,nom,8,37,14,180,400,37,14,180,400,pass,5.478e-9,7.302e-9,31.47e-6,76.58,266.5e6,4.69e6,269.3e6,2.842e-3,49.18,2,2,2,2,2,2,2,1,2,2,2,2,217.5e6
6.975e3,nom,8,37,14,180,500,37,14,180,500,pass,5.54e-9,7.257e-9,29.63e-6,74.99,244.3e6,4.277e6,245.5e6,2.842e-3,49.39,2,2,2,2,2,2,2,1,2,2,2,2,207.2e6
6.976e3,nom,8,37,14,180,600,37,14,180,600,pass,5.594e-9,7.229e-9,28.18e-6,74.72,227.1e6,3.913e6,230e6,2.842e-3,49.52,2,2,2,2,2,2,2,1,2,2,2,2,192.4e6
6.977e3,nom,8,37,14,180,700,37,14,180,700,pass,5.641e-9,7.21e-9,27.01e-6,73.96,211.6e6,3.653e6,213.8e6,2.842e-3,49.61,2,2,2,2,2,2,2,1,2,2,2,2,179.6e6
6.978e3,nom,8,37,14,180,800,37,14,180,800,pass,5.684e-9,7.198e-9,26.04e-6,73.87,198.5e6,3.406e6,198.7e6,2.842e-3,49.67,2,2,2,2,2,2,2,1,2,2,2,2,170.5e6
6.979e3,nom,8,37,14,180,900,37,14,180,900,pass,5.723e-9,7.19e-9,25.2e-6,73.79,187.1e6,3.181e6,188.9e6,2.842e-3,49.71,2,2,2,2,2,2,2,1,2,2,2,2,159.3e6
6.98e3,nom,8,37,14,180,1e3,37,14,180,1e3,pass,5.751e-9,7.187e-9,24.64e-6,73.52,176.6e6,3.012e6,178.9e6,2.842e-3,49.76,2,2,2,2,2,2,2,1,2,2,2,2,148e6
6.981e3,nom,8,37,14,220,100,37,14,220,100,near,5.274e-9,7.916e-9,44.73e-6,93.42,384.2e6,8.003e6,386.9e6,3.43e-3,44.9,2,2,2,2,2,2,2,1,1,2,2,2,245.5e6
6.982e3,nom,8,37,14,220,200,37,14,220,200,near,5.293e-9,7.571e-9,38.93e-6,80.79,312.7e6,6.189e6,313.4e6,3.429e-3,47.63,2,2,2,2,2,2,2,1,1,2,2,2,257.3e6
6.983e3,nom,8,37,14,220,300,37,14,220,300,pass,5.366e-9,7.435e-9,35.6e-6,79.79,287.7e6,5.284e6,291.3e6,3.431e-3,48.5,2,2,2,2,2,2,2,1,2,2,2,2,236.2e6
6.984e3,nom,8,37,14,220,400,37,14,220,400,pass,5.43e-9,7.354e-9,33.25e-6,77.58,261.7e6,4.71e6,263.9e6,3.431e-3,48.94,2,2,2,2,2,2,2,1,2,2,2,2,219e6
6.985e3,nom,8,37,14,220,500,37,14,220,500,pass,5.486e-9,7.302e-9,31.46e-6,77.46,242.4e6,4.252e6,243.9e6,3.431e-3,49.21,2,2,2,2,2,2,2,1,2,2,2,2,202.8e6
6.986e3,nom,8,37,14,220,600,37,14,220,600,pass,5.547e-9,7.257e-9,29.63e-6,76.37,224.9e6,3.91e6,227.8e6,3.431e-3,49.36,2,2,2,2,2,2,2,1,2,2,2,2,186.8e6
6.987e3,nom,8,37,14,220,700,37,14,220,700,pass,5.59e-9,7.235e-9,28.52e-6,76.39,210.2e6,3.625e6,212.3e6,3.431e-3,49.48,2,2,2,2,2,2,2,1,2,2,2,2,176.7e6
6.988e3,nom,8,37,14,220,800,37,14,220,800,pass,5.629e-9,7.219e-9,27.57e-6,75.87,197e6,3.383e6,197.5e6,3.431e-3,49.57,2,2,2,2,2,2,2,1,2,2,2,2,165.9e6
6.989e3,nom,8,37,14,220,900,37,14,220,900,pass,5.664e-9,7.208e-9,26.75e-6,75.93,185.7e6,3.152e6,187.7e6,3.431e-3,49.64,2,2,2,2,2,2,2,1,2,2,2,2,156.4e6
6.99e3,nom,8,37,14,220,1e3,37,14,220,1e3,pass,5.696e-9,7.199e-9,26.03e-6,75.63,175.5e6,2.987e6,177.8e6,3.431e-3,49.69,2,2,2,2,2,2,2,1,2,2,2,2,145.9e6
6.991e3,nom,8,37,14,260,100,37,14,260,100,near,6.91e-9,12.37e-9,61.75e-6,99.36,218.3e6,7.227e6,221.4e6,4.023e-3,40.87,1,2,2,2,2,2,2,1,1,2,2,2,235.5e6
6.992e3,nom,8,37,14,260,200,37,14,260,200,near,5.272e-9,7.641e-9,40.39e-6,82.53,308.1e6,6.266e6,309.6e6,4.019e-3,47.15,2,2,2,2,2,2,2,1,1,2,2,2,248.9e6
6.993e3,nom,8,37,14,260,300,37,14,260,300,pass,5.345e-9,7.473e-9,36.6e-6,81.66,286.1e6,5.33e6,289.8e6,4.02e-3,48.18,2,2,2,2,2,2,2,1,2,2,2,2,230.2e6
6.994e3,nom,8,37,14,260,400,37,14,260,400,pass,5.394e-9,7.403e-9,34.73e-6,79.34,259.1e6,4.71e6,260.9e6,4.02e-3,48.71,2,2,2,2,2,2,2,1,2,2,2,2,214e6
6.995e3,nom,8,37,14,260,500,37,14,260,500,pass,5.453e-9,7.335e-9,32.61e-6,78.08,239.3e6,4.276e6,241.3e6,4.02e-3,49.01,2,2,2,2,2,2,2,1,2,2,2,2,199.4e6
6.996e3,nom,8,37,14,260,600,37,14,260,600,pass,5.507e-9,7.289e-9,30.97e-6,78.18,223.1e6,3.892e6,226e6,4.02e-3,49.21,2,2,2,2,2,2,2,1,2,2,2,2,182.3e6
6.997e3,nom,8,37,14,260,700,37,14,260,700,pass,5.541e-9,7.267e-9,30.04e-6,77.62,208e6,3.614e6,209.8e6,4.02e-3,49.37,2,2,2,2,2,2,2,1,2,2,2,2,173.2e6
6.998e3,nom,8,37,14,260,800,37,14,260,800,pass,5.585e-9,7.242e-9,28.86e-6,77.7,195.5e6,3.356e6,196.3e6,4.02e-3,49.47,2,2,2,2,2,2,2,1,2,2,2,2,162.2e6
6.999e3,nom,8,37,14,260,900,37,14,260,900,pass,5.624e-9,7.224e-9,27.87e-6,77.29,184.3e6,3.141e6,186.4e6,4.02e-3,49.54,2,2,2,2,2,2,2,1,2,2,2,2,153.6e6
7e3,nom,8,37,14,260,1e3,37,14,260,1e3,pass,5.65e-9,7.216e-9,27.28e-6,77.09,174.2e6,2.971e6,176.5e6,4.02e-3,49.61,2,2,2,2,2,2,2,1,2,2,2,2,143.2e6
7.001e3,nom,8,37,8,20,100,37,8,20,100,near,7.258e-9,8.598e-9,29.1e-6,67.39,251.3e6,3.947e6,251.3e6,405.6e-6,50.4,3,3,2,2,2,2,2,1,2,2,2,2,187.2e6
7.002e3,nom,8,37,8,20,200,37,8,20,200,near,7.529e-9,8.642e-9,23.9e-6,58.64,207.6e6,3.535e6,209.2e6,405.8e-6,50.53,3,3,2,2,2,2,2,1,2,2,2,2,166.8e6
7.003e3,nom,8,37,8,20,300,37,8,20,300,near,7.693e-9,8.7e-9,21.25e-6,54.37,181.2e6,3.204e6,183.4e6,405.9e-6,50.49,3,3,2,2,2,2,2,1,2,2,2,2,154.8e6
7.004e3,nom,8,37,8,20,400,37,8,20,400,near,7.809e-9,8.749e-9,19.53e-6,51.79,161.7e6,2.961e6,162.5e6,406e-6,50.43,3,3,2,2,2,2,2,1,2,2,2,2,132.8e6
7.005e3,nom,8,37,8,20,500,37,8,20,500,near,7.898e-9,8.789e-9,18.28e-6,50.07,146.6e6,2.749e6,148.2e6,406e-6,50.36,3,3,2,2,2,2,2,1,2,2,2,2,128.6e6
7.006e3,nom,8,37,8,20,600,37,8,20,600,near,7.97e-9,8.823e-9,17.33e-6,48.87,134.4e6,2.556e6,135.8e6,406e-6,50.3,3,3,2,2,2,2,2,1,2,2,2,2,118.7e6
7.007e3,nom,8,37,8,20,700,37,8,20,700,near,8.032e-9,8.851e-9,16.56e-6,47.99,124.2e6,2.404e6,124.5e6,406.1e-6,50.23,3,3,2,2,2,2,2,1,2,2,2,2,113.1e6
7.008e3,nom,8,37,8,20,800,37,8,20,800,near,8.085e-9,8.876e-9,15.93e-6,47.33,115.6e6,2.27e6,116.9e6,406.1e-6,50.17,3,3,2,2,2,2,2,1,2,2,2,2,105.4e6
7.009e3,nom,8,37,8,20,900,37,8,20,900,near,8.132e-9,8.897e-9,15.39e-6,46.81,108.2e6,2.146e6,109.5e6,406.1e-6,50.12,3,3,2,2,2,2,2,1,2,2,2,2,95.7e6
7.01e3,nom,8,37,8,20,1e3,37,8,20,1e3,near,8.174e-9,8.916e-9,14.93e-6,46.42,101.7e6,2.029e6,102.1e6,406.1e-6,50.07,3,3,2,2,2,2,2,1,2,2,2,2,88.75e6
7.011e3,nom,8,37,8,60,100,37,8,60,100,near,6.882e-9,8.776e-9,39.94e-6,80.79,241.7e6,4.151e6,243.4e6,993.2e-6,49.43,3,3,2,2,2,2,2,1,2,2,2,2,177e6
7.012e3,nom,8,37,8,60,200,37,8,60,200,near,7.117e-9,8.619e-9,32.75e-6,75.51,215.6e6,3.553e6,218.2e6,993.5e-6,50.17,3,3,2,2,2,2,2,1,2,2,2,2,160.2e6
7.013e3,nom,8,37,8,60,300,37,8,60,300,near,7.278e-9,8.597e-9,29.1e-6,72.74,194.1e6,3.153e6,195.1e6,993.7e-6,50.39,3,3,2,2,2,2,2,1,2,2,2,2,146.6e6
7.014e3,nom,8,37,8,60,400,37,8,60,400,near,7.386e-9,8.604e-9,27.03e-6,70.55,175.3e6,2.88e6,177.6e6,993.7e-6,50.49,3,3,2,2,2,2,2,1,2,2,2,2,134.1e6
7.015e3,nom,8,37,8,60,500,37,8,60,500,near,7.488e-9,8.622e-9,25.26e-6,69.49,161.2e6,2.646e6,161.8e6,993.8e-6,50.52,3,3,2,2,2,2,2,1,2,2,2,2,123.1e6
7.016e3,nom,8,37,8,60,600,37,8,60,600,near,7.573e-9,8.642e-9,23.9e-6,68.72,149.2e6,2.451e6,150.6e6,993.8e-6,50.52,3,3,2,2,2,2,2,1,2,2,2,2,116.4e6
7.017e3,nom,8,37,8,60,700,37,8,60,700,near,7.638e-9,8.661e-9,22.95e-6,68.02,138.7e6,2.296e6,140.5e6,993.9e-6,50.53,3,3,2,2,2,2,2,1,2,2,2,2,108.8e6
7.018e3,nom,8,37,8,60,800,37,8,60,800,near,7.704e-9,8.681e-9,22.03e-6,67.62,129.9e6,2.156e6,130.7e6,993.9e-6,50.51,3,3,2,2,2,2,2,1,2,2,2,2,99.72e6
7.019e3,nom,8,37,8,60,900,37,8,60,900,near,7.762e-9,8.7e-9,21.25e-6,67.31,122.2e6,2.025e6,122.8e6,993.9e-6,50.49,3,3,2,2,2,2,2,1,2,2,2,2,94.85e6
7.02e3,nom,8,37,8,60,1e3,37,8,60,1e3,near,7.81e-9,8.716e-9,20.66e-6,67.02,115.2e6,1.921e6,116.6e6,994e-6,50.48,3,3,2,2,2,2,2,1,2,2,2,2,84.78e6
7.021e3,nom,8,37,8,100,100,37,8,100,100,near,6.794e-9,8.922e-9,43.96e-6,89.29,250.6e6,4.385e6,250.7e6,1.582e-3,48.41,3,3,2,2,2,2,2,1,2,2,2,2,166.4e6
7.022e3,nom,8,37,8,100,200,37,8,100,200,near,6.969e-9,8.701e-9,37.23e-6,81.06,214.1e6,3.61e6,216.7e6,1.582e-3,49.66,3,3,2,2,2,2,2,1,2,2,2,2,154.9e6
7.023e3,nom,8,37,8,100,300,37,8,100,300,near,7.104e-9,8.629e-9,33.47e-6,78.18,192.4e6,3.156e6,193.6e6,1.582e-3,50.08,3,3,2,2,2,2,2,1,2,2,2,2,142.6e6
7.024e3,nom,8,37,8,100,400,37,8,100,400,near,7.214e-9,8.604e-9,30.96e-6,76.62,175.3e6,2.862e6,177.6e6,1.582e-3,50.27,3,3,2,2,2,2,2,1,2,2,2,2,129.2e6
7.025e3,nom,8,37,8,100,500,37,8,100,500,near,7.306e-9,8.598e-9,29.1e-6,75.64,161.3e6,2.611e6,161.9e6,1.583e-3,50.38,3,3,2,2,2,2,2,1,2,2,2,2,121.2e6
7.026e3,nom,8,37,8,100,600,37,8,100,600,near,7.385e-9,8.601e-9,27.65e-6,74.98,149.4e6,2.413e6,150.9e6,1.583e-3,50.45,3,3,2,2,2,2,2,1,2,2,2,2,111.5e6
7.027e3,nom,8,37,8,100,700,37,8,100,700,near,7.456e-9,8.61e-9,26.47e-6,74.5,139.3e6,2.252e6,141.2e6,1.583e-3,50.48,3,3,2,2,2,2,2,1,2,2,2,2,104.6e6
7.028e3,nom,8,37,8,100,800,37,8,100,800,near,7.519e-9,8.62e-9,25.48e-6,74.16,130.6e6,2.105e6,131.6e6,1.583e-3,50.51,3,3,2,2,2,2,2,1,2,2,2,2,99.25e6
7.029e3,nom,8,37,8,100,900,37,8,100,900,near,7.577e-9,8.632e-9,24.64e-6,73.91,122.9e6,1.975e6,123.5e6,1.583e-3,50.52,3,3,2,2,2,2,2,1,2,2,2,2,93.3e6
7.03e3,nom,8,37,8,100,1e3,37,8,100,1e3,near,7.63e-9,8.644e-9,23.9e-6,73.73,116.1e6,1.874e6,117.5e6,1.583e-3,50.52,3,3,2,2,2,2,2,1,2,2,2,2,87.2e6
7.031e3,nom,8,37,8,140,100,37,8,140,100,near,6.761e-9,9.281e-9,50.32e-6,86.78,218.6e6,4.503e6,221.5e6,2.17e-3,47.25,3,3,2,2,2,2,2,1,1,2,2,2,162.9e6
7.032e3,nom,8,37,8,140,200,37,8,140,200,near,6.852e-9,8.835e-9,41.69e-6,82.49,206.9e6,3.652e6,208.5e6,2.171e-3,49.17,3,3,2,2,2,2,2,1,2,2,2,2,150.8e6
7.033e3,nom,8,37,8,140,300,37,8,140,300,near,6.983e-9,8.701e-9,37.2e-6,80.8,188.9e6,3.163e6,190.6e6,2.171e-3,49.76,3,3,2,2,2,2,2,1,2,2,2,2,138.3e6
7.034e3,nom,8,37,8,140,400,37,8,140,400,near,7.09e-9,8.641e-9,34.25e-6,78.8,172.4e6,2.862e6,174.5e6,2.171e-3,50.05,3,3,2,2,2,2,2,1,2,2,2,2,127.5e6
7.035e3,nom,8,37,8,140,500,37,8,140,500,near,7.183e-9,8.613e-9,32.1e-6,78.35,159.2e6,2.597e6,159.4e6,2.171e-3,50.21,3,3,2,2,2,2,2,1,2,2,2,2,117.5e6
7.036e3,nom,8,37,8,140,600,37,8,140,600,near,7.263e-9,8.602e-9,30.44e-6,78,147.9e6,2.394e6,149.5e6,2.172e-3,50.31,3,3,2,2,2,2,2,1,2,2,2,2,108.7e6
7.037e3,nom,8,37,8,140,700,37,8,140,700,near,7.334e-9,8.599e-9,29.1e-6,77.74,138.2e6,2.227e6,139.9e6,2.172e-3,50.38,3,3,2,2,2,2,2,1,2,2,2,2,102.3e6
7.038e3,nom,8,37,8,140,800,37,8,140,800,near,7.381e-9,8.6e-9,28.33e-6,77.34,129.5e6,2.075e6,130.3e6,2.172e-3,50.45,3,3,2,2,2,2,2,1,2,2,2,2,95.61e6
7.039e3,nom,8,37,8,140,900,37,8,140,900,near,7.441e-9,8.605e-9,27.33e-6,77.23,122e6,1.947e6,122.7e6,2.172e-3,50.48,3,3,2,2,2,2,2,1,2,2,2,2,90.77e6
7.04e3,nom,8,37,8,140,1e3,37,8,140,1e3,near,7.496e-9,8.611e-9,26.47e-6,77.14,115.3e6,1.844e6,116.7e6,2.172e-3,50.5,3,3,2,2,2,2,2,1,2,2,2,2,85.23e6
7.041e3,nom,8,37,8,180,100,37,8,180,100,near,6.752e-9,9.286e-9,50.64e-6,89.89,220.8e6,4.764e6,223.8e6,2.759e-3,46.34,3,3,2,2,2,2,2,1,1,2,2,2,151.6e6
7.042e3,nom,8,37,8,180,200,37,8,180,200,near,6.807e-9,8.919e-9,43.88e-6,85.05,204.7e6,3.716e6,205.9e6,2.76e-3,48.66,3,3,2,2,2,2,2,1,2,2,2,2,146.5e6
7.043e3,nom,8,37,8,180,300,37,8,180,300,near,6.907e-9,8.777e-9,39.94e-6,81.6,184.9e6,3.193e6,187e6,2.76e-3,49.42,3,3,2,2,2,2,2,1,2,2,2,2,134.7e6
7.044e3,nom,8,37,8,180,400,37,8,180,400,near,6.997e-9,8.701e-9,37.19e-6,81.21,170e6,2.85e6,172e6,2.761e-3,49.81,3,3,2,2,2,2,2,1,2,2,2,2,124.2e6
7.045e3,nom,8,37,8,180,500,37,8,180,500,near,7.104e-9,8.642e-9,34.26e-6,79.99,157.3e6,2.597e6,157.6e6,2.76e-3,50.01,3,3,2,2,2,2,2,1,2,2,2,2,115.3e6
7.046e3,nom,8,37,8,180,600,37,8,180,600,near,7.172e-9,8.621e-9,32.75e-6,79.91,146.2e6,2.382e6,147.9e6,2.761e-3,50.16,3,3,2,2,2,2,2,1,2,2,2,2,105.9e6
7.047e3,nom,8,37,8,180,700,37,8,180,700,near,7.232e-9,8.609e-9,31.5e-6,79.42,136.6e6,2.214e6,138.3e6,2.761e-3,50.27,3,3,2,2,2,2,2,1,2,2,2,2,100.1e6
7.048e3,nom,8,37,8,180,800,37,8,180,800,near,7.288e-9,8.603e-9,30.43e-6,79.42,128.1e6,2.054e6,128.7e6,2.761e-3,50.35,3,3,2,2,2,2,2,1,2,2,2,2,93.83e6
7.049e3,nom,8,37,8,180,900,37,8,180,900,near,7.358e-9,8.6e-9,29.1e-6,79.33,120.9e6,1.932e6,121.7e6,2.761e-3,50.38,3,3,2,2,2,2,2,1,2,2,2,2,88.45e6
7.05e3,nom,8,37,8,180,1e3,37,8,180,1e3,near,7.403e-9,8.602e-9,28.33e-6,79.11,114.3e6,1.827e6,115.8e6,2.761e-3,50.43,3,3,2,2,2,2,2,1,2,2,2,2,83.88e6
7.051e3,nom,8,37,8,220,100,37,8,220,100,near,58.47e-9,158.9e-9,672.6e-6,97.66,14.38e6,2.431e6,14.58e6,3.376e-3,24.29,1,3,2,2,2,2,2,1,1,2,2,2,148.4e6
7.052e3,nom,8,37,8,220,200,37,8,220,200,near,6.762e-9,9.041e-9,46.56e-6,83.71,196.6e6,3.786e6,197.2e6,3.349e-3,48.14,3,3,2,2,2,2,2,1,1,2,2,2,143e6
7.053e3,nom,8,37,8,220,300,37,8,220,300,near,6.864e-9,8.837e-9,41.73e-6,83.16,182.5e6,3.22e6,184.7e6,3.35e-3,49.08,3,3,2,2,2,2,2,1,2,2,2,2,132.1e6
7.054e3,nom,8,37,8,220,400,37,8,220,400,near,6.959e-9,8.735e-9,38.49e-6,81.63,167.9e6,2.88e6,169.6e6,3.349e-3,49.54,3,3,2,2,2,2,2,1,2,2,2,2,122.3e6
7.055e3,nom,8,37,8,220,500,37,8,220,500,near,7.044e-9,8.677e-9,36.11e-6,81.61,155.5e6,2.591e6,156e6,3.35e-3,49.81,3,3,2,2,2,2,2,1,2,2,2,2,113.1e6
7.056e3,nom,8,37,8,220,600,37,8,220,600,near,7.088e-9,8.658e-9,35.11e-6,81.07,144.3e6,2.374e6,146.1e6,3.35e-3,50.02,3,3,2,2,2,2,2,1,2,2,2,2,103.5e6
7.057e3,nom,8,37,8,220,700,37,8,220,700,near,7.158e-9,8.631e-9,33.46e-6,81.08,134.9e6,2.196e6,136.5e6,3.35e-3,50.14,3,3,2,2,2,2,2,1,2,2,2,2,97.58e6
7.058e3,nom,8,37,8,220,800,37,8,220,800,near,7.22e-9,8.616e-9,32.1e-6,80.7,126.8e6,2.045e6,127.1e6,3.35e-3,50.23,3,3,2,2,2,2,2,1,2,2,2,2,92.3e6
7.059e3,nom,8,37,8,220,900,37,8,220,900,near,7.277e-9,8.607e-9,30.95e-6,80.74,119.6e6,1.917e6,120.6e6,3.35e-3,50.29,3,3,2,2,2,2,2,1,2,2,2,2,86.67e6
7.06e3,nom,8,37,8,220,1e3,37,8,220,1e3,near,7.328e-9,8.603e-9,29.96e-6,80.52,113.2e6,1.814e6,114.7e6,3.35e-3,50.34,3,3,2,2,2,2,2,1,2,2,2,2,82.45e6
7.061e3,nom,8,37,8,260,100,37,8,260,100,near,49.14e-9,131.7e-9,565.5e-6,98.12,16.62e6,2.72e6,16.79e6,3.966e-3,25.04,1,3,2,2,2,2,2,1,1,2,2,2,137.2e6
7.062e3,nom,8,37,8,260,200,37,8,260,200,near,6.759e-9,9.047e-9,46.73e-6,84.75,195.4e6,3.873e6,196.2e6,3.937e-3,47.66,3,3,2,2,2,2,2,1,1,2,2,2,139.1e6
7.063e3,nom,8,37,8,260,300,37,8,260,300,near,6.82e-9,8.919e-9,43.85e-6,84.5,179.5e6,3.236e6,181.8e6,3.939e-3,48.74,3,3,2,2,2,2,2,1,2,2,2,2,129e6
7.064e3,nom,8,37,8,260,400,37,8,260,400,near,6.92e-9,8.78e-9,39.99e-6,82.78,165.8e6,2.888e6,167.3e6,3.939e-3,49.28,3,3,2,2,2,2,2,1,2,2,2,2,119.1e6
7.065e3,nom,8,37,8,260,500,37,8,260,500,near,6.972e-9,8.735e-9,38.46e-6,82.07,153.2e6,2.594e6,154.1e6,3.939e-3,49.63,3,3,2,2,2,2,2,1,2,2,2,2,111e6
7.066e3,nom,8,37,8,260,600,37,8,260,600,near,7.056e-9,8.678e-9,36.11e-6,82.17,142.9e6,2.374e6,144.7e6,3.939e-3,49.83,3,3,2,2,2,2,2,1,2,2,2,2,101.5e6
7.067e3,nom,8,37,8,260,700,37,8,260,700,near,7.1e-9,8.659e-9,35.11e-6,81.82,133.5e6,2.194e6,134.9e6,3.939e-3,50,3,3,2,2,2,2,2,1,2,2,2,2,96.09e6
7.068e3,nom,8,37,8,260,800,37,8,260,800,near,7.168e-9,8.632e-9,33.47e-6,81.9,125.5e6,2.033e6,125.6e6,3.939e-3,50.1,3,3,2,2,2,2,2,1,2,2,2,2,90.11e6
7.069e3,nom,8,37,8,260,900,37,8,260,900,near,7.205e-9,8.624e-9,32.74e-6,81.7,118.3e6,1.906e6,119.5e6,3.939e-3,50.2,3,3,2,2,2,2,2,1,2,2,2,2,85.16e6
7.07e3,nom,8,37,8,260,1e3,37,8,260,1e3,near,7.261e-9,8.612e-9,31.5e-6,81.48,112.2e6,1.804e6,113.6e6,3.939e-3,50.26,3,3,2,2,2,2,2,1,2,2,2,2,81.35e6
